CreateObject(1344, 2489.9390, -1649.5145, 13.3163, 0.0000, 0.0000, 0.0000);
CreateObject(987, -267.60000610352, 1534.3000488281, 74.599998474121, 0, 0, 43.994750976563);
CreateObject(987, -259.10000610352, 1542.1999511719, 74.599998474121, 0, 0, 134);
CreateObject(987, -267.29998779297, 1550.8000488281, 74.599998474121, 0, 0, 133.99475097656);
CreateObject(987, -275.60000610352, 1559.3000488281, 74.5, 0, 0, 133.99475097656);
CreateObject(987, -283.89999389648, 1567.8000488281, 74.5, 0, 0, 135.99478149414);
CreateObject(987, -288.29998779297, 1572, 74.5, 0, 0, 135.99426269531);
CreateObject(987, -294.70001220703, 1578.4000244141, 74.599998474121, 0, 0, 135.99426269531);
CreateObject(987, -303.10000610352, 1586.5, 74.400001525879, 0, 0, 224);
CreateObject(987, -311.70001220703, 1578.1999511719, 74.400001525879, 0, 0, 223.99475097656);
CreateObject(987, -320.29998779297, 1570, 74.599998474121, 0, 0, 308);
CreateObject(987, -313.10000610352, 1560.5, 74.599998474121, 0, 0, 228);
CreateObject(987, -321.10000610352, 1551.5, 74.599998474121, 0, 0, 187.99926757813);
CreateObject(987, -332.89999389648, 1549.9000244141, 74.599998474121, 0, 0, 179.998046875);
CreateObject(987, -335.60000610352, 1549.9000244141, 74.599998474121, 0, 0, 179.99450683594);
CreateObject(987, -347.5, 1550, 74.599998474121, 0, 0, 270);
CreateObject(987, -347.5, 1538, 74.599998474121, 0, 0, 266);
CreateObject(987, -348.10000610352, 1526, 74.400001525879, 0, 0, 269.99548339844);
CreateObject(987, -348.29998779297, 1519.9000244141, 74.599998474121, 0, 0, 271.99450683594);
CreateObject(987, -348, 1508, 74.599998474121, 0, 0, 359.99401855469);
CreateObject(987, -336.10000610352, 1508, 74.599998474121, 0, 0, 359.98901367188);
CreateObject(987, -324.20001220703, 1508, 74.599998474121, 0, 0, 359.98901367188);
CreateObject(3095, -365, 1548.8000488281, 74.599998474121, 0, 0, 348);
CreateObject(3095, -365.10000610352, 1548.6999511719, 75.199996948242, 0, 0, 347.99743652344);
CreateObject(3095, -365.39999389648, 1548.5, 75.900001525879, 0, 0, 347.99743652344);
CreateObject(988, -1327.0999755859, 514.79998779297, 10.199999809265, 0, 0, 0);
CreateObject(988, -1321.6999511719, 514.79998779297, 10.199999809265, 0, 0, 0);
CreateObject(988, -1366.5, 514.29998779297, 10.300000190735, 0, 0, 0);
CreateObject(988, -1337.5999755859, 487.5, 10.199999809265, 0, 0, 0);
CreateObject(988, -1332.1999511719, 487.5, 10.199999809265, 0, 0, 0);
CreateObject(974, -1421.6999511719, 510.60000610352, 13, 0, 0, 0);
CreateObject(974, -1415.5, 510.5, 13, 0, 0, 0);
CreateObject(974, -1409.5, 510.5, 13, 0, 0, 0);
CreateObject(974, -1407.0999755859, 510.5, 13, 0, 0, 0);
CreateObject(993, -1425.4000244141, 511.39999389648, 11.800000190735, 0, 90, 270);
CreateObject(993, -1425.4000244141, 512.70001220703, 11.800000190735, 0, 90, 270);
CreateObject(993, -1404.0999755859, 511.29998779297, 10.60000038147, 0, 90, 272);
CreateObject(993, -1404.0999755859, 513.40002441406, 10.60000038147, 0, 90, 271.99951171875);
CreateObject(974, -1446.0999755859, 507.60000610352, 13, 0, 0, 90);
CreateObject(974, -1446.0999755859, 501, 13, 0, 0, 90);
CreateObject(974, -1446.0999755859, 494.5, 13, 0, 0, 90);
CreateObject(3279, -1458.5999755859, 502.39999389648, 9, 0, 0, 0);
CreateObject(2985, -1458.9000244141, 502.39999389648, 25.10000038147, 0, 0, 178);
CreateObject(10244, -1448.1999511719, 498.39999389648, 13.60000038147, 0, 0, 270);
CreateObject(12957, -1459, 507.29998779297, 9.8999996185303, 0, 0, 90);
CreateObject(12957, -1418.9000244141, 506.39999389648, 2.9000000953674, 0, 0, 0);
CreateObject(18483, -1483.19921875, 501.099609375, 1.8999999761581, 0, 6.998291015625, 0);
CreateObject(3749, -1520, 501.70001220703, 12, 0, 0, 90);
CreateObject(3749, -1466, 501.29998779297, 7.5999999046326, 0, 0, 90);
CreateObject(12957, -1459.0999755859, 494.39999389648, 9.8999996185303, 0, 0, 90);
CreateObject(974, -1466.19921875, 512.19921875, 4.6999998092651, 0, 0, 87.989501953125);
CreateObject(18483, -1448.0999755859, 501.10000610352, 2, 0, 0, 0);
CreateObject(18483, -1483.099609375, 501.69921875, 1.8999999761581, 0, 6.998291015625, 357.99499511719);
CreateObject(974, -1466.5999755859, 491.60000610352, 4, 0, 0, 87.989501953125);
CreateObject(3264, -1469.0999755859, 509.10000610352, 2.0999999046326, 0, 0, 270);
CreateObject(3264, -1469, 493.70001220703, 2, 0, 0, 270);
CreateObject(3263, -1526.3000488281, 505.10000610352, 6.1999998092651, 0, 0, 303.99719238281);
CreateObject(3263, -1526.5999755859, 498.20001220703, 6.1999998092651, 0, 0, 217.99621582031);
CreateObject(3265, -1491.4000244141, 494.29998779297, 2.9000000953674, 0, 0, 258);
CreateObject(3265, -1491.3000488281, 509.39999389648, 3, 0, 0, 275.99743652344);
CreateObject(3471, -1480.8000488281, 494.10000610352, 3.2999999523163, 0, 0, 179.99450683594);
CreateObject(3471, -1480.8000488281, 509.10000610352, 3.4000000953674, 0, 0, 179.99450683594);
CreateObject(14467, -1462.6999511719, 489.5, 4.8000001907349, 0, 0, 89.994506835938);
CreateObject(14467, -1462.9000244141, 513.59997558594, 4.8000001907349, 0, 0, 93.994506835938);
CreateObject(996, -1463.0999755859, 512.29998779297, 2.7999999523163, 0, 0, 0);
CreateObject(996, -1455, 512.29998779297, 2.7999999523163, 0, 0, 0);
CreateObject(996, -1446.9000244141, 512.29998779297, 2.7999999523163, 0, 0, 0);
CreateObject(996, -1438.8000488281, 512.29998779297, 2.7999999523163, 0, 0, 0);
CreateObject(996, -1463.1999511719, 511, 2.9000000953674, 0, 0, 0);
CreateObject(996, -1455.1999511719, 511.10000610352, 2.7999999523163, 0, 0, 0);
CreateObject(996, -1447.0999755859, 511.10000610352, 2.7999999523163, 0, 0, 0);
CreateObject(996, -1439, 511.10000610352, 2.7999999523163, 0, 0, 0);
CreateObject(996, -1463.0999755859, 490.29998779297, 2.7999999523163, 0, 0, 0);
CreateObject(996, -1455, 490.29998779297, 2.7999999523163, 0, 0, 0);
CreateObject(996, -1446.9000244141, 490.29998779297, 2.7999999523163, 0, 0, 0);
CreateObject(996, -1438.8000488281, 490.29998779297, 2.7999999523163, 0, 0, 0);
CreateObject(996, -1463.1999511719, 491.60000610352, 2.7999999523163, 0, 0, 0);
CreateObject(996, -1455.0999755859, 491.60000610352, 2.7999999523163, 0, 0, 0);
CreateObject(996, -1447, 491.60000610352, 2.7999999523163, 0, 0, 0);
CreateObject(996, -1438.9000244141, 491.60000610352, 2.7999999523163, 0, 0, 0);
CreateObject(1237, -1435.8000488281, 491, 2, 0, 0, 0);
CreateObject(1237, -1434.8000488281, 491, 2, 0, 0, 0);
CreateObject(1237, -1433.8000488281, 491, 2, 0, 0, 0);
CreateObject(1237, -1432.9000244141, 491, 2, 0, 0, 0);
CreateObject(1237, -1432.0999755859, 491, 2, 0, 0, 0);
CreateObject(1237, -1431.3000488281, 491, 2, 0, 0, 0);
CreateObject(1237, -1433.1999511719, 511.70001220703, 2, 0, 0, 0);
CreateObject(1237, -1431.8000488281, 511.70001220703, 2, 0, 0, 0);
CreateObject(1237, -1432.5, 511.70001220703, 2, 0, 0, 0);
CreateObject(970, -1437.3000488281, 490.89999389648, 2.0999999046326, 90, 0, 0);
CreateObject(1237, -1437.3000488281, 490.89999389648, 2.2000000476837, 0, 0, 0);
CreateObject(1237, -1438, 490.89999389648, 2.2000000476837, 0, 0, 0);
CreateObject(1237, -1439, 490.89999389648, 2.2000000476837, 0, 0, 0);
CreateObject(3749, -1431.3000488281, -942.40002441406, 206, 0, 0, 180);
CreateObject(987, -1412, -940.70001220703, 200.10000610352, 0, 0, 180);
CreateObject(987, -1412.5, -952.70001220703, 199.69999694824, 0, 0, 87.994506835938);
CreateObject(987, -1412.6999511719, -958.70001220703, 199.60000610352, 0, 0, 87.989501953125);
CreateObject(987, -1413.1999511719, -970.5, 198.5, 0, 0, 87.989501953125);
CreateObject(987, -1425.3000488281, -971.20001220703, 199.10000610352, 0, 3, 4);
CreateObject(987, -1437.1999511719, -971.90002441406, 199.60000610352, 0, 2.999267578125, 3.9990234375);
CreateObject(987, -1443.0999755859, -972.20001220703, 199.89999389648, 0, 2.999267578125, 3.9990234375);
CreateObject(987, -1442.4000244141, -960.29998779297, 200.10000610352, 0, 0, 268);
CreateObject(987, -1442.0999755859, -948.40002441406, 200.10000610352, 0, 0, 267.99499511719);
CreateObject(987, -1441.0999755859, -940.5, 200.10000610352, 0, 0, 263.99499511719);
CreateObject(11480, -1430.8000488281, -958.90002441406, 202.10000610352, 0, 0, 0);
CreateObject(17037, -1415, -955.40002441406, 202.60000610352, 0, 0, 178);
CreateObject(3264, -1439.0999755859, -940.09997558594, 200.10000610352, 0, 0, 180);
CreateObject(3264, -1423.4000244141, -939.90002441406, 200.10000610352, 0, 0, 179.99450683594);
CreateObject(14467, -1441.5, -970.09997558594, 202.80000305176, 0, 0, 138);
CreateObject(16360, -1416.8000488281, -943.59997558594, 200.10000610352, 0, 0, 0);
CreateObject(1676, -1413.5, -953, 201.5, 0, 0, 92);
CreateObject(1676, -1413.5, -954.70001220703, 201.5, 0, 0, 91.99951171875);
CreateObject(1676, -1413.4000244141, -956.29998779297, 201.39999389648, 0, 0, 91.99951171875);
CreateObject(1676, -1413.1999511719, -957.90002441406, 201.30000305176, 0, 0, 91.99951171875);
CreateObject(3524, -1397.4000244141, -970.70001220703, 200, 0, 0, 90);
CreateObject(3524, -1396.8000488281, -964.70001220703, 200.69999694824, 0, 0, 90);
CreateObject(1359, -1420.8000488281, -946.29998779297, 200.80000305176, 0, 0, 0);
CreateObject(12957, -1432.3000488281, -928.40002441406, 201.5, 0, 0, 88);
CreateObject(922, -1415.9000244141, -969.40002441406, 200, 0, 0, 2);
CreateObject(922, -1420.5, -969.5, 200.10000610352, 0, 0, 3.99951171875);
CreateObject(922, -1415.9000244141, -968.40002441406, 200.39999389648, 0, 0, 1.99951171875);
CreateObject(922, -1420.5, -968.59997558594, 200.5, 0, 0, 3.9990234375);
CreateObject(922, -1425.1999511719, -970, 200.30000305176, 0, 0, 3.9990234375);
CreateObject(922, -1425.1999511719, -969.09997558594, 200.60000610352, 0, 0, 3.9990234375);
CreateObject(922, -1429.6999511719, -970.20001220703, 200.39999389648, 0, 0, 3.9990234375);
CreateObject(922, -1429.6999511719, -969.40002441406, 200.60000610352, 0, 0, 3.9990234375);
CreateObject(922, -1434.3000488281, -970.70001220703, 200.5, 0, 0, 3.9990234375);
CreateObject(922, -1434.3000488281, -969.70001220703, 200.60000610352, 0, 0, 3.9990234375);
CreateObject(923, -1437, -970.29998779297, 200.69999694824, 0, 0, 90);
CreateObject(923, -1437.8000488281, -970.29998779297, 200.80000305176, 0, 0, 90);
CreateObject(923, -1438.6999511719, -970.29998779297, 200.80000305176, 0, 0, 90);
CreateObject(923, -1439.5999755859, -970.29998779297, 200.89999389648, 0, 0, 90);
CreateObject(942, -1436.3000488281, -958.59997558594, 202.5, 0, 0, 90);
CreateObject(942, -1425.5999755859, -958.70001220703, 202.30000305176, 0, 0, 90);
CreateObject(2985, -1413.6999511719, -946.59997558594, 200.10000610352, 0, 0, 176);
CreateObject(1237, -1399.3000488281, -970.59997558594, 197.30000305176, 0, 0, 0);
CreateObject(1237, -1400.8000488281, -970.59997558594, 197.39999389648, 0, 0, 0);
CreateObject(1237, -1402.1999511719, -970.59997558594, 197.5, 0, 0, 0);
CreateObject(1237, -1403.6999511719, -970.70001220703, 197.60000610352, 0, 0, 0);
CreateObject(1237, -1405.0999755859, -970.70001220703, 197.80000305176, 0, 0, 0);
CreateObject(1237, -1406.5, -970.70001220703, 197.89999389648, 0, 0, 0);
CreateObject(1237, -1408, -970.70001220703, 198, 0, 0, 0);
CreateObject(1237, -1409.5999755859, -970.70001220703, 198.10000610352, 0, 0, 0);
CreateObject(1237, -1411.0999755859, -970.79998779297, 198.19999694824, 0, 0, 0);
CreateObject(1237, -1411.0999755859, -964.59997558594, 199.10000610352, 0, 0, 0);
CreateObject(1237, -1409.5999755859, -964.79998779297, 199, 0, 0, 0);
CreateObject(1237, -1408.1999511719, -964.70001220703, 198.80000305176, 0, 0, 0);
CreateObject(1237, -1406.5999755859, -964.79998779297, 198.69999694824, 0, 0, 0);
CreateObject(1237, -1405.0999755859, -964.70001220703, 198.60000610352, 0, 0, 0);
CreateObject(1237, -1403.5999755859, -964.59997558594, 198.39999389648, 0, 0, 0);
CreateObject(1237, -1402, -964.59997558594, 198.30000305176, 0, 0, 0);
CreateObject(1237, -1400.3000488281, -964.5, 198.10000610352, 0, 0, 0);
CreateObject(1237, -1398.5, -964.40002441406, 198, 0, 0, 0);
CreateObject(3749, -1637.4000244141, -2710.5, 53.599998474121, 0, 0, 318);
CreateObject(987, -1634.8000488281, -2694.1000976563, 47.5, 0, 0, 226);
CreateObject(987, -1630.5999755859, -2689.8000488281, 47.5, 0, 0, 225.99975585938);
CreateObject(987, -1615.5999755859, -2691.3000488281, 47.5, 0, 0, 143.99996948242);
CreateObject(987, -1625.1999511719, -2684.1999511719, 47.5, 0, 0, 225.99975585938);
CreateObject(987, -1606, -2698.3000488281, 47.5, 0, 0, 143.99780273438);
CreateObject(987, -1596.0999755859, -2705, 47.5, 0, 0, 145.9977722168);
CreateObject(987, -1586.1999511719, -2711.6999511719, 47.5, 0, 0, 145.9973449707);
CreateObject(987, -1581.0999755859, -2714.8999023438, 47.5, 0, 0, 147.99731445313);
CreateObject(987, -1574.5, -2719, 47.5, 0, 0, 147.99682617188);
CreateObject(987, -1567.8000488281, -2709.1000976563, 47.5, 0, 0, 236);
CreateObject(987, -1557.8000488281, -2715.3999023438, 47.5, 0, 0, 147.99731445313);
CreateObject(987, -1547.8000488281, -2721.6999511719, 47.5, 0, 0, 147.99682617188);
CreateObject(987, -1539.1999511719, -2729.8999023438, 47.5, 0, 0, 135.99682617188);
CreateObject(987, -1530.6999511719, -2738.3000488281, 47.5, 0, 0, 135.99426269531);
CreateObject(987, -1521.5999755859, -2746, 47.5, 0, 0, 139.99426269531);
CreateObject(987, -1514.8000488281, -2751.6999511719, 47.5, 0, 0, 139.99328613281);
CreateObject(987, -1521.5999755859, -2761.3999023438, 47.5, 0, 0, 56);
CreateObject(987, -1528.1999511719, -2771.3000488281, 47.5, 0, 0, 55.997314453125);
CreateObject(987, -1534.6999511719, -2781.3999023438, 47.099998474121, 0, 0, 57.997314453125);
CreateObject(987, -1544.6999511719, -2775, 47.299999237061, 0, 0, 327.99682617188);
CreateObject(987, -1554.4000244141, -2768.1000976563, 47.5, 0, 0, 323.99682617188);
CreateObject(987, -1564.0999755859, -2761.1000976563, 47.5, 0, 0, 323.99230957031);
CreateObject(987, -1574, -2754.5, 47.5, 0, 0, 326);
CreateObject(987, -1583.9000244141, -2747.8999023438, 47.599998474121, 0, 0, 325.99731445313);
CreateObject(987, -1593.5, -2740.8999023438, 47.599998474121, 0, 0, 323.99731445313);
CreateObject(987, -1603.1999511719, -2733.8999023438, 47.599998474121, 0, 0, 323.99230957031);
CreateObject(987, -1612.6999511719, -2726.8999023438, 47.599998474121, 0, 0, 323.99230957031);
CreateObject(987, -1622.3000488281, -2719.8999023438, 47.599998474121, 0, 0, 323.99230957031);
CreateObject(987, -1631.4000244141, -2713.1000976563, 47.700000762939, 0, 0, 323.99230957031);
CreateObject(3279, -1536.8000488281, -2768, 47.5, 0, 0, 324);
CreateObject(3271, -1542.5999755859, -2690.5, 60.200000762939, 0, 0, 66);
CreateObject(3277, -1577.0999755859, -2722.1000976563, 47.5, 0, 0, 42);
CreateObject(2985, -1536.9000244141, -2767.8999023438, 63.599998474121, 0, 0, 270);
CreateObject(9193, -1564, -2716.3999023438, 52.400001525879, 0, 0, 54);
CreateObject(2693, -1569.1999511719, -2727.8000488281, 48.5, 0, 0, 322);
CreateObject(2692, -1559.9000244141, -2734.3999023438, 48.5, 0, 0, 324);
CreateObject(2745, -1628.4000244141, -2690.3999023438, 48.700000762939, 0, 0, 0);
CreateObject(3471, -1613.3000488281, -2723, 48.799999237061, 0, 0, 52);
CreateObject(3521, -1639.6999511719, -2701.6999511719, 49.099998474121, 0, 0, 46);
CreateObject(8132, -1519.1999511719, -2754.6999511719, 50.099998474121, 0, 0, 338);
CreateObject(9314, -1573.5999755859, -2753.6999511719, 49.299999237061, 0, 0, 54);
CreateObject(14467, -1576.9000244141, -2722.3000488281, 50.700000762939, 0, 0, 0);
CreateObject(8150, -1064.8000488281, -909.70001220703, 131.30000305176, 0, 0, 0);
CreateObject(8150, -1178.9000244141, -909.70001220703, 131.30000305176, 0, 0, 0);
CreateObject(8150, -1002.0999755859, -972.40002441406, 131.30000305176, 0, 0, 270);
CreateObject(8150, -1002, -1003.299987793, 131.30000305176, 0, 0, 270);
CreateObject(8150, -1064.8000488281, -1066, 131.30000305176, 0, 0, 180);
CreateObject(8150, -1136.9000244141, -1066.0999755859, 131.30000305176, 0, 0, 179.99450683594);
CreateObject(987, -1201.3000488281, -1054.6999511719, 128.10000610352, 0, 0, 278);
CreateObject(987, -1202.0999755859, -1042.8000488281, 128, 0, 0, 273.998046875);
CreateObject(987, -1202.0999755859, -1030.9000244141, 128, 0, 0, 269.99353027344);
CreateObject(987, -1202, -1019, 128, 0, 0, 269.98901367188);
CreateObject(987, -1201.9000244141, -1007.0999755859, 128, 0, 0, 269.98901367188);
CreateObject(987, -1201.9000244141, -995.20001220703, 128, 0, 0, 269.98901367188);
CreateObject(987, -1201.9000244141, -983.29998779297, 128, 0, 0, 269.98901367188);
CreateObject(987, -1201.8000488281, -971.29998779297, 128, 0, 0, 269.98901367188);
CreateObject(987, -1201.8000488281, -959.40002441406, 128, 0, 0, 269.98901367188);
CreateObject(987, -1201.8000488281, -947.5, 128, 0, 0, 269.98901367188);
CreateObject(3749, -1209.6999511719, -1068.4000244141, 133.10000610352, 0, 0, 0);
CreateObject(3749, -1200.3000488281, -928.09997558594, 133.5, 0, 0, 90);
CreateObject(987, -1202, -936.40002441406, 127.69999694824, 0, 0, 269.98901367188);
CreateObject(987, -1202.3000488281, -909.29998779297, 128.19999694824, 0, 0, 271.98901367188);
CreateObject(3749, -1048.6999511719, -1316.0999755859, 133.5, 0, 0, 0);
CreateObject(987, -1039.0999755859, -1314, 128.10000610352, 0, 0, 90);
CreateObject(987, -1039.1999511719, -1302.0999755859, 128.10000610352, 0, 0, 90);
CreateObject(987, -1039.3000488281, -1290.0999755859, 128, 0, 0, 90);
CreateObject(987, -1039.0999755859, -1278.1999511719, 128.10000610352, 0, 0, 90);
CreateObject(987, -1039, -1266.1999511719, 128.10000610352, 0, 0, 90);
CreateObject(987, -1038.8000488281, -1254.1999511719, 128.19999694824, 0, 0, 90);
CreateObject(987, -1038.8000488281, -1242.3000488281, 128.19999694824, 0, 0, 92);
CreateObject(987, -1039.1999511719, -1230.4000244141, 128.19999694824, 0, 0, 91.99951171875);
CreateObject(987, -1039.5999755859, -1218.4000244141, 128.19999694824, 0, 0, 91.99951171875);
CreateObject(987, -1039.9000244141, -1206.5, 128.19999694824, 0, 0, 89.99951171875);
CreateObject(987, -1039.9000244141, -1200.4000244141, 128.19999694824, 0, 0, 89.994506835938);
CreateObject(987, -1039.9000244141, -1188.4000244141, 128.10000610352, 0, 0, 359.99450683594);
CreateObject(987, -1033.9000244141, -1188.6999511719, 128.19999694824, 0, 0, 359.98901367188);
CreateObject(987, -1022.4000244141, -1188.9000244141, 128.19999694824, 0, 0, 87.994506835938);
CreateObject(987, -1022, -1177, 128.19999694824, 0, 0, 89.989501953125);
CreateObject(987, -1022, -1165.0999755859, 128.19999694824, 0, 0, 89.989013671875);
CreateObject(987, -1021.9000244141, -1159, 128.19999694824, 0, 0, 89.988037109375);
CreateObject(987, -1021.799987793, -1146.9000244141, 128.19999694824, 0, 0, 83.983520507813);
CreateObject(987, -1020.5999755859, -1135.0999755859, 128.19999694824, 0, 0, 179.97900390625);
CreateObject(987, -1021.4000244141, -1135.1999511719, 128.19999694824, 0, 0, 179.97802734375);
CreateObject(987, -1033.4000244141, -1135.1999511719, 128.19999694824, 0, 0, 89.97802734375);
CreateObject(987, -1033.3000488281, -1123.3000488281, 128.19999694824, 0, 0, 89.97802734375);
CreateObject(987, -1033.3000488281, -1111.3000488281, 128.19999694824, 0, 0, 89.97802734375);
CreateObject(987, -1033.3000488281, -1099.3000488281, 128.19999694824, 0, 0, 89.97802734375);
CreateObject(987, -1033.1999511719, -1087.4000244141, 128.19999694824, 0, 0, 91.97802734375);
CreateObject(987, -1033.5999755859, -1078.3000488281, 128.19999694824, 0, 0, 91.97802734375);
CreateObject(987, -1070.3000488281, -1314.5, 128.19999694824, 0, 0, 0);
CreateObject(987, -1082.1999511719, -1314.5999755859, 128.19999694824, 0, 0, 0);
CreateObject(987, -1094.0999755859, -1314.6999511719, 128.19999694824, 0, 0, 0);
CreateObject(987, -1096.3000488281, -1314.6999511719, 128.19999694824, 0, 0, 0);
CreateObject(987, -1096.1999511719, -1302.8000488281, 128.19999694824, 0, 0, 270);
CreateObject(987, -1096.5999755859, -1290.9000244141, 128.19999694824, 0, 0, 272);
CreateObject(987, -1108.6999511719, -1290.8000488281, 128.19999694824, 0, 0, 0);
CreateObject(987, -1120.5999755859, -1290.6999511719, 128.19999694824, 0, 0, 0);
CreateObject(987, -1123.0999755859, -1290.6999511719, 128.19999694824, 0, 0, 0);
CreateObject(987, -1123.3000488281, -1278.9000244141, 128.19999694824, 0, 0, 271.99951171875);
CreateObject(987, -1123.8000488281, -1267, 128.19999694824, 0, 0, 271.99951171875);
CreateObject(987, -1123.8000488281, -1255.0999755859, 128.19999694824, 0, 0, 269.99951171875);
CreateObject(987, -1123.8000488281, -1243.0999755859, 128.19999694824, 0, 0, 269.99450683594);
CreateObject(987, -1123.3000488281, -1231.0999755859, 128.19999694824, 0, 0, 267.99450683594);
CreateObject(987, -1123.5999755859, -1221.1999511719, 128.19999694824, 0, 0, 271.98950195313);
CreateObject(987, -1135.5999755859, -1221.3000488281, 128.19999694824, 0, 0, 0);
CreateObject(987, -1147.5, -1221.3000488281, 128.19999694824, 0, 0, 0);
CreateObject(987, -1159.4000244141, -1221.3000488281, 128.19999694824, 0, 0, 0);
CreateObject(987, -1171.3000488281, -1221.3000488281, 128.19999694824, 0, 0, 0);
CreateObject(987, -1183.1999511719, -1221.1999511719, 128.19999694824, 0, 0, 0);
CreateObject(987, -1195.0999755859, -1221.1999511719, 128.19999694824, 0, 0, 0);
CreateObject(987, -1207, -1221.1999511719, 128.19999694824, 0, 0, 0);
CreateObject(987, -1215.9000244141, -1221.0999755859, 128.19999694824, 0, 0, 0);
CreateObject(987, -1216.0999755859, -1209.3000488281, 128.19999694824, 0, 0, 272);
CreateObject(987, -1216.5, -1197.4000244141, 128.19999694824, 0, 0, 271.99951171875);
CreateObject(987, -1216.4000244141, -1185.5, 128.19999694824, 0, 0, 269.99951171875);
CreateObject(987, -1216.5, -1173.5999755859, 128.19999694824, 0, 0, 269.99450683594);
CreateObject(987, -1216.5999755859, -1161.6999511719, 128.19999694824, 0, 0, 269.99450683594);
CreateObject(987, -1216.5999755859, -1151.0999755859, 128.19999694824, 0, 0, 269.99450683594);
CreateObject(987, -1204.6999511719, -1150.8000488281, 128.19999694824, 0, 0, 181.99450683594);
CreateObject(987, -1193.5, -1150.5, 128.19999694824, 0, 0, 181.99401855469);
CreateObject(987, -1193.4000244141, -1138.4000244141, 128.19999694824, 0, 0, 269.99450683594);
CreateObject(987, -1193.4000244141, -1128, 128.19999694824, 0, 0, 269.99450683594);
CreateObject(987, -1205.3000488281, -1128, 128.30000305176, 0, 0, 359.99450683594);
CreateObject(987, -1216.9000244141, -1128.0999755859, 128.19999694824, 0, 0, 359.98901367188);
CreateObject(987, -1222.0999755859, -1117.4000244141, 128.19999694824, 0, 0, 295.98901367188);
CreateObject(987, -1222, -1105.3000488281, 128.19999694824, 0, 0, 269.98815917969);
CreateObject(987, -1222, -1093.5, 128.10000610352, 0, 0, 269.98352050781);
CreateObject(987, -1221.8000488281, -1081.5999755859, 128.39999389648, 0, 0, 269.98352050781);
CreateObject(987, -1220.5999755859, -1069.6999511719, 128.19999694824, 0, 0, 263.98352050781);
CreateObject(987, -1219.5999755859, -1069.6999511719, 128.10000610352, 0, 0, 179.98352050781);
CreateObject(3187, -1114.8000488281, -1281.5, 132.30000305176, 0, 0, 2);
CreateObject(3359, -1118.9000244141, -1268.8000488281, 128.19999694824, 0, 0, 92);
CreateObject(11393, -1119.3000488281, -1273.9000244141, 129.69999694824, 0, 0, 180);
CreateObject(11480, -1120.3000488281, -1259.0999755859, 130.39999389648, 0, 0, 90);
CreateObject(11504, -1076.5999755859, -1260.3000488281, 128.19999694824, 0, 0, 0);
CreateObject(11547, -1068.9000244141, -1281.3000488281, 131.19999694824, 0, 0, 0);
CreateObject(14826, -1103.3000488281, -1257.1999511719, 129, 0, 0, 182);
CreateObject(17950, -1092.1999511719, -1286.4000244141, 130.5, 0, 0, 0);
CreateObject(7391, -1120.9000244141, -1277.5, 133.10000610352, 0, 0, 2);
CreateObject(2693, -1077.6999511719, -1264.4000244141, 129.10000610352, 0, 0, 0);
CreateObject(2692, -1114.0999755859, -1272, 129, 0, 0, 92);
CreateObject(1445, -1108.0999755859, -1290.3000488281, 128.80000305176, 0, 0, 0);
CreateObject(11611, -1087.9000244141, -1259.4000244141, 131, 0, 0, 48);
CreateObject(1443, -1114.3000488281, -1263.6999511719, 128.89999389648, 0, 0, 88);
CreateObject(3095, -1100.3000488281, -1286.5, 128.19999694824, 0, 0, 358);
CreateObject(1444, -1103.1999511719, -1258.8000488281, 129, 0, 0, 0);
CreateObject(2599, -1096.3000488281, -1282.4000244141, 129.19999694824, 0, 0, 0);
CreateObject(2745, -1067.6999511719, -1264.5999755859, 129.39999389648, 0, 0, 0);
CreateObject(3468, -1106.3000488281, -1290.0999755859, 128.89999389648, 0, 0, 358);
CreateObject(3471, -1108.6999511719, -1285.9000244141, 129.5, 0, 0, 2);
CreateObject(3471, -1108.8000488281, -1281.9000244141, 129.5, 0, 0, 1.99951171875);
CreateObject(3521, -1078.5, -1289.6999511719, 129.80000305176, 0, 0, 0);
CreateObject(3554, -1039.8000488281, -1076.5, 138.5, 0, 0, 90);
CreateObject(6056, -1087.5, -1234.4000244141, 133.5, 0, 0, 0);
CreateObject(6958, -1050.0999755859, -1172.6999511719, 136, 0, 0, 90);
CreateObject(7093, -1069.0999755859, -1268.3000488281, 138.19999694824, 0, 0, 90);
CreateObject(7606, -1110.5, -1231.9000244141, 133.69999694824, 0, 0, 90);
CreateObject(16000, -1111, -1252.3000488281, 128.19999694824, 0, 0, 0);
CreateObject(3279, -1079.1999511719, -1247, 128.19999694824, 0, 0, 0);
CreateObject(3271, -1039.8000488281, -1098.1999511719, 128.19999694824, 0, 0, 12);
CreateObject(3279, -1182.5999755859, -1081, 128.19999694824, 0, 0, 0);
CreateObject(3396, -1096.3000488281, -1285.0999755859, 128.80000305176, 0, 0, 0);
CreateObject(3394, -1096.3000488281, -1288.5, 128.80000305176, 0, 0, 0);
CreateObject(12912, -1146.9000244141, -1142.9000244141, 139.69999694824, 0, 0, 272);
CreateObject(3279, -1170.0999755859, -1142.6999511719, 128.19999694824, 0, 0, 0);
CreateObject(7971, -1199.0999755859, -1205.3000488281, 133, 0, 0, 270);
CreateObject(9321, -1184.1999511719, -1165.1999511719, 129.69999694824, 0, 0, 90);
CreateObject(9321, -1177.1999511719, -1165.3000488281, 129.69999694824, 0, 0, 90);
